Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Reasons for canceling by Customer,Reasons for canceling by Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
27-04-2025,21:10:00,CNR3697871462,Incomplete,CUST5184,Prime Plus,Manek Chowk,Sabarmati,,,,,,,Yes,Other Issue,,,,,
29-04-2025,18:43:00,CNR8579564740,Incomplete,CUST8212,Prime Sedan,Vatva,Nikol,,,,,,,Yes,Other Issue,,,,,
29-04-2025,15:39:00,CNR8403778746,Incomplete,CUST4093,eBike,Asarwa,Bopal,,,,,,,Yes,Customer Demand,,,,,
07-04-2025,20:58:00,CNR8116280548,Canceled by Driver,CUST7727,Prime Sedan,Jamialpur,Isanpur,,,,,Yes,Personal & Car related issue,,,,,,,
09-04-2025,22:06:00,CNR2258606545,Success,CUST6575,Mini,Juhapura,Science City,13.35,13.13,,,,,,,249.85,UPI,4.5,4.1,5
10-04-2025,04:26:00,CNR7074253678,Canceled by Customer,CUST4702,Prime Plus,Drive-In,Ranip,,,Yes,Change of plans,,,,,,,,,
07-04-2025,02:33:00,CNR2160451168,Success,CUST4364,Prime SUV,Maninagar,Saraspur,5.69,5.09,,,,,,,414.53,UPI,7.45,3.2,3.7
11-04-2025,22:53:00,CNR4614958336,Success,CUST4640,Bike,Juhapura,Hansol,6.17,10.1,,,,,,,667.08,Wallet,19.85,4.3,3.7
08-04-2025,16:58:00,CNR2560173251,Success,CUST9372,Bike,Gota,Narol,3.1,6.03,,,,,,,722.82,Credit Card,10.73,3.3,3.3
23-04-2025,15:20:00,CNR2374778159,Canceled by Driver,CUST7057,Prime Plus,Kalupur,Naroda,,,,,Yes,Customer was coughing/sick,,,,,,,
24-04-2025,17:29:00,CNR1972384802,Success,CUST1403,Mini,Vastrapur,Science City,14.19,14.36,,,,,,,501.64,Cash,11.81,4.7,3.7
18-04-2025,00:27:00,CNR3390840668,Canceled by Customer,CUST1343,Mini,Bodakdev,Ellis Bridge,,,Yes,Driver is not moving towards pickup location,,,,,,,,,
29-04-2025,14:20:00,CNR9549035427,Canceled by Driver,CUST4410,eBike,Kalupur,Kubernagar,,,,,Yes,Personal & Car related issue,,,,,,,
19-04-2025,17:28:00,CNR4385508902,Canceled by Driver,CUST3755,Prime Sedan,Drive-In,Hansol,,,,,Yes,Customer was coughing/sick,,,,,,,
11-04-2025,16:22:00,CNR6803087027,Incomplete,CUST4168,Prime Sedan,Ashram Road,Meghaninagar,,,,,,,Yes,Vehicle Breakdown,,,,,
04-04-2025,15:12:00,CNR7903242345,Success,CUST1543,eBike,Naranpura,Science City,11.1,15.92,,,,,,,95.96,UPI,15.33,3,4.8
17-04-2025,19:09:00,CNR1795900738,Success,CUST7185,Prime Plus,Chharodi,Hansol,7.73,17.76,,,,,,,558,Cash,19.67,4.2,4.2
15-04-2025,06:00:00,CNR7832895683,Success,CUST5822,Mini,Vastrapur,Saraspur,9.37,9.79,,,,,,,97.18,Wallet,4.28,4.2,3.2
23-04-2025,22:15:00,CNR4368086957,Success,CUST9484,Auto,Ambawadi,Dariapur,13.85,14.4,,,,,,,1030.99,UPI,17.9,3.1,4.5
26-04-2025,14:09:00,CNR3157930923,Success,CUST9582,Prime Plus,Thaltej,Gomtipur,6.71,7.39,,,,,,,1141.692,Credit Card,5.41,4.8,3.3
10-04-2025,22:34:00,CNR9522512205,Incomplete,CUST1349,Bike,CG Road,Kubernagar,,,,,,,Yes,Other Issue,,,,,
04-04-2025,11:59:00,CNR4310993760,Success,CUST5884,Prime Plus,Bopal,Ghodasar,7.05,10.83,,,,,,,829.93,Debit Card,24.25,3.4,4.1
15-04-2025,16:20:00,CNR9407558330,Incomplete,CUST3055,Bike,Gota,Vatva,,,,,,,Yes,Customer Demand,,,,,
10-04-2025,20:33:00,CNR4307236309,Incomplete,CUST8823,Auto,Amraiwadi,Prahlad Nagar,,,,,,,Yes,Other Issue,,,,,
02-04-2025,10:04:00,CNR4674004934,Canceled by Customer,CUST2577,Prime Plus,Manek Chowk,Saraspur,,,Yes,Change of plans,,,,,,,,,
25-04-2025,17:37:00,CNR2266183566,Canceled by Driver,CUST8641,Mini,Behrampura,Gomtipur,,,,,Yes,Personal & Car related issue,,,,,,,
18-04-2025,11:37:00,CNR4171228977,Canceled by Customer,CUST2772,Auto,Ambawadi,Saraspur,,,Yes,Change of plans,,,,,,,,,
13-04-2025,20:32:00,CNR7890365566,Success,CUST4825,Bike,Kubernagar,Sola,3.91,17.12,,,,,,,517.404,Debit Card,15.61,3.7,4.2
26-04-2025,17:46:00,CNR8379411483,Canceled by Driver,CUST3158,Prime Plus,Sola,Science City,,,,,Yes,Customer related issue,,,,,,,
17-04-2025,19:24:00,CNR3434310872,Success,CUST6289,Bike,Thaltej,Bodakdev,14.33,11.16,,,,,,,610.02,Cash,1.7,4.1,3.6
29-04-2025,12:30:00,CNR8651384938,Success,CUST9272,eBike,Ellis Bridge,Navrangpura,3.54,8.25,,,,,,,277,UPI,9.4,3.2,3.5
08-04-2025,19:10:00,CNR7860519191,Canceled by Driver,CUST1016,Mini,Odhav,Shahpur,,,,,Yes,Customer was coughing/sick,,,,,,,
17-04-2025,21:22:00,CNR6269263111,Canceled by Driver,CUST3466,eBike,Lal Darwaja,Lal Darwaja,,,,,Yes,More than permitted people in there,,,,,,,
11-04-2025,07:33:00,CNR4549936476,Incomplete,CUST4606,Bike,Hansol,Juhapura,,,,,,,Yes,Customer Demand,,,,,
01-04-2025,18:52:00,CNR1925948277,Success,CUST5834,Mini,Drive-In,Prahlad Nagar,13.99,14.17,,,,,,,303.44,UPI,24.81,4.7,3.6
30-04-2025,21:24:00,CNR2837794111,Success,CUST2084,Prime Sedan,Meghaninagar,Vastrapur,13.75,18.25,,,,,,,350.69,UPI,8.33,4.3,4.8
13-04-2025,11:41:00,CNR3033261448,Success,CUST8440,Prime Plus,Juhapura,Chandkheda,14.06,19.61,,,,,,,557.232,Cash,2.99,3.7,4.5
21-04-2025,08:48:00,CNR9053669603,Success,CUST6723,Prime Sedan,Shahpur,Bopal,4.6,19.04,,,,,,,85.27,UPI,21.06,4.3,3.7
28-04-2025,06:17:00,CNR8287249423,Incomplete,CUST7702,Prime Sedan,Kubernagar,Juhapura,,,,,,,Yes,Vehicle Breakdown,,,,,
04-04-2025,17:04:00,CNR2427665538,Success,CUST7344,Bike,Naranpura,Gota,9.65,8.92,,,,,,,672.69,UPI,18.15,4.1,4.1
28-04-2025,12:19:00,CNR7432365928,Success,CUST8980,Prime SUV,Ranip,Thaltej,13.15,10.45,,,,,,,254.51,Credit Card,12.96,4,4.6
26-04-2025,07:21:00,CNR9934744257,Incomplete,CUST8707,Prime Plus,Sabarmati,Sabarmati,,,,,,,Yes,Vehicle Breakdown,,,,,
23-04-2025,06:59:00,CNR2709988858,Success,CUST5465,Prime SUV,CG Road,Narol,4.55,18.03,,,,,,,102.81,Wallet,2.53,3.8,4.1
28-04-2025,07:02:00,CNR7036919921,Success,CUST7049,Prime SUV,Thaltej,Narol,7.73,16.6,,,,,,,841.8,Debit Card,12.36,3.4,4.7
24-04-2025,20:42:00,CNR6703160748,Success,CUST6595,eBike,Shahpur,Shahpur,13.99,19.63,,,,,,,998.12,Wallet,21.85,4.4,3.6
25-04-2025,20:21:00,CNR6503432866,Incomplete,CUST8955,Prime Plus,Chandkheda,Hansol,,,,,,,Yes,Other Issue,,,,,
12-04-2025,15:03:00,CNR7459698634,Success,CUST5705,Bike,Odhav,Satellite,3.84,19.3,,,,,,,192.12,Wallet,8.02,5,4.2
27-04-2025,12:31:00,CNR5491956452,Success,CUST1053,Prime Sedan,Juhapura,Memnagar,4.18,6.13,,,,,,,335.868,UPI,9.62,4.1,3.1
15-04-2025,22:00:00,CNR5494160744,Success,CUST8453,Auto,Sola,Prahlad Nagar,3.86,7.54,,,,,,,130.19,Cash,11,4.5,3.5
29-04-2025,19:55:00,CNR5153096732,Incomplete,CUST4850,Prime Sedan,Naranpura,Nikol,,,,,,,Yes,Vehicle Breakdown,,,,,
07-04-2025,18:11:00,CNR4371592541,Canceled by Driver,CUST7057,Prime Sedan,Behrampura,Chharodi,,,,,Yes,Customer was coughing/sick,,,,,,,
21-04-2025,22:34:00,CNR1318050037,Success,CUST2614,Auto,Saraspur,Vatva,8.47,8.51,,,,,,,525.33,Credit Card,15.33,4.2,3.1
21-04-2025,17:09:00,CNR7040124187,Canceled by Driver,CUST4127,Mini,Ashram Road,Bodakdev,,,,,Yes,More than permitted people in there,,,,,,,
15-04-2025,21:16:00,CNR2071298503,Success,CUST1109,eBike,Nikol,Science City,6.13,8.02,,,,,,,482.67,Wallet,11.58,3,3
05-04-2025,13:53:00,CNR4669728595,Success,CUST1065,Prime SUV,Science City,Amraiwadi,7.49,5.94,,,,,,,420.66,Debit Card,22.76,3.8,4.7
05-04-2025,07:24:00,CNR4530254644,Canceled by Driver,CUST6689,Auto,Manek Chowk,Gota,,,,,Yes,Personal & Car related issue,,,,,,,
17-04-2025,15:42:00,CNR2976091346,Canceled by Driver,CUST7623,Prime SUV,Lal Darwaja,Amraiwadi,,,,,Yes,Customer related issue,,,,,,,
25-04-2025,15:49:00,CNR6817689294,Canceled by Driver,CUST1586,Bike,Satellite,Chandkheda,,,,,Yes,Customer was coughing/sick,,,,,,,
22-04-2025,10:28:00,CNR6300876786,Success,CUST4759,Bike,Dariapur,Prahlad Nagar,6.18,14.65,,,,,,,52.4,UPI,12.44,4.3,3
13-04-2025,06:45:00,CNR3746605920,Canceled by Customer,CUST8807,Mini,Danilimda,Meghaninagar,,,Yes,Change of plans,,,,,,,,,
24-04-2025,17:05:00,CNR9583145615,Success,CUST5381,Auto,Ashram Road,Asarwa,14.57,18.26,,,,,,,207.08,Cash,3.98,3.1,3.6
29-04-2025,23:15:00,CNR6368092145,Canceled by Driver,CUST7909,Prime Sedan,Chandkheda,Ellis Bridge,,,,,Yes,Customer related issue,,,,,,,
25-04-2025,04:58:00,CNR4145349590,Success,CUST6545,Bike,Bodakdev,Saraspur,10.15,14.7,,,,,,,360.55,UPI,18.92,4.6,4
24-04-2025,20:38:00,CNR9488906467,Success,CUST4178,Prime Sedan,Ghodasar,Science City,11.16,8.53,,,,,,,90.99,Credit Card,5.62,5,3.8
22-04-2025,06:07:00,CNR1665002754,Success,CUST7135,Auto,Sola,Sabarmati,5.45,13.37,,,,,,,339.12,Wallet,11.13,4.6,3.9
27-04-2025,05:56:00,CNR7395874155,Success,CUST8429,eBike,Saraspur,Prahlad Nagar,11.45,14.82,,,,,,,208.728,Cash,15.74,4.9,3.3
11-04-2025,20:56:00,CNR8152507029,Success,CUST8825,Auto,Prahlad Nagar,Odhav,9.31,19.43,,,,,,,422.9,UPI,13.35,3.5,4.4
23-04-2025,15:41:00,CNR2827791294,Canceled by Driver,CUST6895,Prime Plus,Paldi,Hansol,,,,,Yes,Personal & Car related issue,,,,,,,
28-04-2025,13:47:00,CNR8540318324,Success,CUST1875,Mini,Juhapura,Chandkheda,9.2,13.57,,,,,,,153.28,Credit Card,19.21,4.5,4.7
08-04-2025,00:00:00,CNR5322049386,Success,CUST9759,Prime Plus,Sabarmati,Gomtipur,13.32,14.99,,,,,,,635.77,UPI,7.47,4.4,4.9
09-04-2025,14:45:00,CNR4661100065,Canceled by Driver,CUST9416,Auto,Chandkheda,Gota,,,,,Yes,Personal & Car related issue,,,,,,,
12-04-2025,12:43:00,CNR4410364997,Canceled by Driver,CUST3631,Auto,Science City,Ghodasar,,,,,Yes,Customer was coughing/sick,,,,,,,
30-04-2025,20:42:00,CNR7338897778,Canceled by Driver,CUST1932,Auto,Memnagar,Hansol,,,,,Yes,Personal & Car related issue,,,,,,,
05-04-2025,22:12:00,CNR8780187749,Canceled by Customer,CUST1533,Auto,Ambawadi,Navrangpura,,,Yes,Driver asked to cancel,,,,,,,,,
08-04-2025,19:08:00,CNR1242436775,Incomplete,CUST1592,Mini,Gota,Ashram Road,,,,,,,Yes,Customer Demand,,,,,
17-04-2025,01:18:00,CNR8012573995,Success,CUST5661,Prime SUV,Meghaninagar,Manek Chowk,14.93,6.4,,,,,,,344.58,UPI,8.57,3.7,4.8
20-04-2025,01:17:00,CNR5288032236,Success,CUST5682,Bike,Vasna,Paldi,6.73,6.14,,,,,,,153.36,Credit Card,21.57,4.2,3.1
07-04-2025,13:02:00,CNR8341245712,Success,CUST1418,Auto,Science City,Thaltej,7.03,12.7,,,,,,,674.67,UPI,9.06,4.6,3.6
01-04-2025,11:54:00,CNR8014574100,Success,CUST6865,Prime Plus,Bopal,Saraspur,14.39,19,,,,,,,298.52,Credit Card,4.3,4.3,3.4
14-04-2025,08:18:00,CNR2680547496,Canceled by Driver,CUST5384,Prime SUV,Vejalpur,Paldi,,,,,Yes,Customer was coughing/sick,,,,,,,
01-04-2025,05:15:00,CNR1590548732,Success,CUST4345,Auto,Hansol,Drive-In,13.01,16.44,,,,,,,459.15,Wallet,12.74,3.3,3.1
18-04-2025,20:07:00,CNR7725519149,Success,CUST3030,Prime SUV,Danilimda,Nikol,9.43,5.22,,,,,,,130.13,Wallet,9.84,4.4,3.7
07-04-2025,12:11:00,CNR8638153916,Incomplete,CUST5785,eBike,Hansol,Dariapur,,,,,,,Yes,Other Issue,,,,,
23-04-2025,10:51:00,CNR1199997613,Success,CUST4195,Prime Plus,Hansol,Ghodasar,9.95,14.3,,,,,,,86.04,Wallet,16.58,3.7,3.1
29-04-2025,12:40:00,CNR5936164057,Success,CUST8374,Bike,Vejalpur,New Ranip,14,8.04,,,,,,,331.15,Credit Card,13.53,4.2,3.9
13-04-2025,12:48:00,CNR4725007378,Canceled by Driver,CUST7545,Mini,Isanpur,Kalupur,,,,,Yes,More than permitted people in there,,,,,,,
05-04-2025,09:41:00,CNR1164926255,Success,CUST9157,Bike,Isanpur,Sabarmati,14.49,7.85,,,,,,,163.212,UPI,1.49,3.5,3.1
09-04-2025,17:37:00,CNR1113516667,Success,CUST7798,Prime Sedan,Satellite,Thaltej,3.25,16.29,,,,,,,705.3,Wallet,24.63,4.4,4.5
05-04-2025,19:51:00,CNR3916161309,Canceled by Driver,CUST6728,Mini,Kalupur,Hansol,,,,,Yes,Customer related issue,,,,,,,
11-04-2025,21:13:00,CNR9623060932,Success,CUST7753,Bike,Ashram Road,Odhav,11.24,16.2,,,,,,,263.28,Debit Card,3.34,3.3,3.1
12-04-2025,09:13:00,CNR6821462052,Canceled by Customer,CUST2045,Mini,Isanpur,Chandkheda,,,Yes,Driver is not moving towards pickup location,,,,,,,,,
24-04-2025,22:42:00,CNR4192472338,Success,CUST4067,Auto,Vasna,Nikol,6.13,5.89,,,,,,,738.95,Cash,18.7,3,4
18-04-2025,21:04:00,CNR8662575025,Success,CUST1984,Auto,Sola,Narol,12.31,12.69,,,,,,,411.8,Debit Card,11.73,3,4.9
29-04-2025,03:09:00,CNR7267914560,Canceled by Driver,CUST9612,Prime Sedan,Shahpur,Saraspur,,,,,Yes,Customer related issue,,,,,,,
25-04-2025,14:12:00,CNR6750699869,Success,CUST4438,Prime Plus,Paldi,Gomtipur,8.69,5.6,,,,,,,378.21,Credit Card,6.69,3.2,4
08-04-2025,06:31:00,CNR1679843536,Canceled by Customer,CUST3017,Bike,Vasna,Gomtipur,,,Yes,Change of plans,,,,,,,,,
22-04-2025,12:07:00,CNR8115812037,Canceled by Driver,CUST2422,Auto,Odhav,Behrampura,,,,,Yes,Personal & Car related issue,,,,,,,
06-04-2025,12:05:00,CNR7696616784,Success,CUST5511,Prime Sedan,Ellis Bridge,Thaltej,7.32,19.43,,,,,,,577.092,UPI,19.46,4.4,4
25-04-2025,01:01:00,CNR1426893273,Success,CUST6145,Prime Sedan,Juhapura,Kubernagar,6.52,18.57,,,,,,,899.9,Cash,11.4,3.1,4.4
18-04-2025,01:34:00,CNR8769701774,Incomplete,CUST7638,Prime Plus,Shahpur,Ellis Bridge,,,,,,,Yes,Other Issue,,,,,
26-04-2025,21:37:00,CNR8413488148,Success,CUST3711,Bike,Bopal,Vejalpur,11.31,13.52,,,,,,,182.772,Cash,6.66,4.5,3
08-04-2025,02:34:00,CNR2431288341,Incomplete,CUST5548,Prime SUV,Vastrapur,Chharodi,,,,,,,Yes,Other Issue,,,,,
03-04-2025,10:04:00,CNR4524747292,Canceled by Customer,CUST4332,Prime SUV,Amraiwadi,Ambawadi,,,Yes,Driver is not moving towards pickup location,,,,,,,,,
06-04-2025,22:54:00,CNR1461738146,Success,CUST7203,Auto,Narol,Odhav,5.45,6.49,,,,,,,494.004,Cash,7.28,3.8,4.1
04-04-2025,01:10:00,CNR6778032527,Success,CUST2132,Auto,Meghaninagar,Science City,14.02,5.59,,,,,,,337.15,UPI,10.2,3.9,4.7
22-04-2025,01:56:00,CNR1214959966,Success,CUST5571,Prime Sedan,Satellite,Chharodi,9.15,11.15,,,,,,,463.46,UPI,23.01,3.5,3.6
11-04-2025,01:19:00,CNR6830763057,Incomplete,CUST7245,Prime Sedan,Saraspur,Juhapura,,,,,,,Yes,Vehicle Breakdown,,,,,
28-04-2025,17:23:00,CNR7633030625,Success,CUST4504,Prime SUV,Naranpura,Dariapur,12.63,12.69,,,,,,,246.59,Debit Card,16.13,4.4,4.3
12-04-2025,10:43:00,CNR5493856630,Success,CUST6693,Mini,Prahlad Nagar,Bopal,11.8,18.2,,,,,,,82.752,Credit Card,16.44,4.1,3.3
29-04-2025,19:09:00,CNR8550989009,Incomplete,CUST7686,Mini,Ambawadi,Thaltej,,,,,,,Yes,Vehicle Breakdown,,,,,
19-04-2025,06:43:00,CNR5870711629,Success,CUST5384,Prime Plus,Ambawadi,Behrampura,12.93,8.19,,,,,,,344.364,UPI,13.11,4.8,3.6
07-04-2025,03:51:00,CNR5538964678,Incomplete,CUST7622,Auto,Shahpur,Saraspur,,,,,,,Yes,Other Issue,,,,,
09-04-2025,06:08:00,CNR1659467531,Success,CUST9856,Prime Sedan,Navrangpura,Naranpura,9.37,19.64,,,,,,,251.04,UPI,15.01,4.9,4.6
11-04-2025,21:59:00,CNR8704632544,Canceled by Driver,CUST1259,Prime Sedan,Kalupur,Gomtipur,,,,,Yes,More than permitted people in there,,,,,,,
30-04-2025,11:10:00,CNR4839991645,Canceled by Driver,CUST6055,Mini,Gota,Isanpur,,,,,Yes,Personal & Car related issue,,,,,,,
08-04-2025,19:22:00,CNR8113191111,Success,CUST6900,eBike,Narol,Drive-In,10.7,16.06,,,,,,,165.54,Debit Card,5.66,4.7,4.4
14-04-2025,23:56:00,CNR4783487652,Canceled by Driver,CUST7956,Prime SUV,Gota,Nikol,,,,,Yes,Customer related issue,,,,,,,
16-04-2025,07:27:00,CNR3412295648,Incomplete,CUST3347,Prime Plus,Jamialpur,Kalupur,,,,,,,Yes,Customer Demand,,,,,
02-04-2025,17:51:00,CNR3066318240,Success,CUST4136,Auto,Manek Chowk,Naranpura,11.48,8.11,,,,,,,238.12,Wallet,20.06,4,4
09-04-2025,05:27:00,CNR3944284471,Success,CUST1631,Mini,Navrangpura,Bodakdev,14.08,9.77,,,,,,,116.8,Credit Card,11.42,4.8,5
24-04-2025,01:15:00,CNR9298649292,Success,CUST8017,eBike,Prahlad Nagar,Ellis Bridge,6.77,9.91,,,,,,,272.77,Wallet,19.44,4.4,3.5
10-04-2025,18:19:00,CNR8560710760,Canceled by Driver,CUST5253,Prime SUV,Danilimda,Saraspur,,,,,Yes,More than permitted people in there,,,,,,,
20-04-2025,22:41:00,CNR8664228856,Incomplete,CUST2271,Prime Plus,Naroda,Asarwa,,,,,,,Yes,Other Issue,,,,,
01-04-2025,18:50:00,CNR6722089763,Success,CUST2523,Prime Sedan,Ghodasar,Bodakdev,13.87,14.01,,,,,,,209.96,Debit Card,22.19,3.2,3.9
04-04-2025,06:32:00,CNR2418550129,Success,CUST6450,eBike,Drive-In,Gomtipur,10.82,12.59,,,,,,,434.77,Debit Card,16.78,4.7,3.6
15-04-2025,09:11:00,CNR2443933391,Canceled by Driver,CUST9790,Auto,Nikol,Paldi,,,,,Yes,Personal & Car related issue,,,,,,,
18-04-2025,23:37:00,CNR2645255069,Canceled by Driver,CUST3154,Mini,Drive-In,Bopal,,,,,Yes,Personal & Car related issue,,,,,,,
29-04-2025,16:08:00,CNR3272972648,Success,CUST5013,Prime SUV,Kalupur,Satellite,10.36,13.01,,,,,,,125.08,UPI,17.43,3.7,3.9
26-04-2025,11:52:00,CNR2520502455,Success,CUST7218,Bike,Danilimda,Science City,10.46,17.58,,,,,,,234.156,Wallet,12.71,4.4,3.7
01-04-2025,09:47:00,CNR3348890150,Success,CUST8977,Mini,Kubernagar,Shahpur,6.53,8.14,,,,,,,208.32,Credit Card,2.16,4.2,3.4
13-04-2025,01:37:00,CNR3894306378,Success,CUST2165,Prime Sedan,Lal Darwaja,Science City,10.56,17.76,,,,,,,352.296,Credit Card,17.06,3.1,3.2
07-04-2025,22:35:00,CNR6760578767,Success,CUST2630,Prime SUV,Bopal,Behrampura,6.13,12.98,,,,,,,469.87,Debit Card,21.5,4.9,3.1
18-04-2025,22:33:00,CNR7924354291,Canceled by Driver,CUST6404,eBike,Science City,Juhapura,,,,,Yes,More than permitted people in there,,,,,,,
12-04-2025,19:55:00,CNR5973264694,Canceled by Driver,CUST5089,Prime Plus,Drive-In,Chandkheda,,,,,Yes,Personal & Car related issue,,,,,,,
26-04-2025,20:04:00,CNR5070404662,Success,CUST9709,Prime Plus,Meghaninagar,Bodakdev,4.42,18.72,,,,,,,113.964,UPI,23.33,3.2,4.7
15-04-2025,23:48:00,CNR7204483484,Success,CUST7424,Bike,CG Road,Asarwa,3.26,13.02,,,,,,,1878.83,Cash,8.44,3.8,3.8
22-04-2025,18:30:00,CNR1250524078,Success,CUST7096,Prime SUV,Vatva,Ellis Bridge,4.77,16.21,,,,,,,84.47,Credit Card,19.96,4.2,4
28-04-2025,20:18:00,CNR2040196808,Success,CUST6976,Prime Sedan,Science City,Saraspur,10.78,18.01,,,,,,,346.16,Cash,15.73,4.1,3.3
23-04-2025,19:04:00,CNR7038956640,Canceled by Driver,CUST5570,Prime Plus,Saraspur,Kubernagar,,,,,Yes,Customer related issue,,,,,,,
03-04-2025,07:50:00,CNR8429794659,Success,CUST2643,Auto,Drive-In,Juhapura,12.11,5.08,,,,,,,269.66,Cash,10.04,3.7,3.3
10-04-2025,10:11:00,CNR9710840458,Success,CUST4878,Bike,Odhav,CG Road,8.25,15.08,,,,,,,407.53,Debit Card,16.35,3.4,3.6
10-04-2025,06:07:00,CNR2998214656,Incomplete,CUST3179,Mini,Ghodasar,Amraiwadi,,,,,,,Yes,Customer Demand,,,,,
01-04-2025,02:04:00,CNR5811142821,Success,CUST7011,Prime Plus,CG Road,Shahpur,9.89,19.41,,,,,,,745.41,UPI,6.79,3.6,4.5
15-04-2025,16:38:00,CNR5226007688,Success,CUST5174,Prime Plus,Vejalpur,Navrangpura,4.45,19.01,,,,,,,570.13,Debit Card,2.36,4.1,3.6
18-04-2025,14:48:00,CNR3820575216,Success,CUST6889,eBike,Navrangpura,Ambawadi,14.44,17.45,,,,,,,443.59,Cash,17.39,3.7,4.7
28-04-2025,15:35:00,CNR4091306763,Canceled by Driver,CUST4096,Bike,Vastrapur,Ellis Bridge,,,,,Yes,Customer was coughing/sick,,,,,,,
05-04-2025,13:37:00,CNR8306710234,Success,CUST2162,eBike,Danilimda,Ashram Road,6.49,10.82,,,,,,,570.276,Debit Card,15.4,3.3,3
11-04-2025,03:30:00,CNR8089428822,Success,CUST5237,Bike,Satellite,Asarwa,6.78,17.01,,,,,,,873.27,UPI,5.17,3.8,4.5
10-04-2025,11:09:00,CNR4866251126,Incomplete,CUST4010,Prime SUV,Gomtipur,Maninagar,,,,,,,Yes,Vehicle Breakdown,,,,,
02-04-2025,06:48:00,CNR3932956722,Canceled by Driver,CUST7859,Prime Plus,Ranip,Kalupur,,,,,Yes,Personal & Car related issue,,,,,,,
28-04-2025,02:26:00,CNR6795874882,Success,CUST7194,Prime SUV,Vejalpur,Vejalpur,7.46,19.63,,,,,,,188.3,UPI,23.33,3.6,3.5
01-04-2025,15:36:00,CNR3251675321,Canceled by Driver,CUST2533,Prime Plus,Ambawadi,Shahpur,,,,,Yes,Personal & Car related issue,,,,,,,
13-04-2025,01:23:00,CNR9167971979,Incomplete,CUST9454,Prime Plus,Vatva,Bopal,,,,,,,Yes,Vehicle Breakdown,,,,,
19-04-2025,19:42:00,CNR8355200723,Incomplete,CUST9040,Prime Plus,Bodakdev,Odhav,,,,,,,Yes,Customer Demand,,,,,
07-04-2025,13:42:00,CNR2174642186,Success,CUST9624,Auto,Kubernagar,Ellis Bridge,12.68,7,,,,,,,467.54,Wallet,3.27,3,3.8
20-04-2025,09:43:00,CNR1072455010,Canceled by Driver,CUST3832,Bike,Bopal,Hansol,,,,,Yes,Personal & Car related issue,,,,,,,
25-04-2025,22:49:00,CNR9641752319,Success,CUST1347,Auto,Juhapura,Navrangpura,9.47,8.39,,,,,,,95.34,Cash,11.71,4.2,4.9
17-04-2025,20:59:00,CNR9972525180,Success,CUST2369,Prime SUV,Shahpur,Sola,13.66,19.2,,,,,,,519.36,UPI,15.5,4.3,3.6
10-04-2025,14:52:00,CNR2347190520,Success,CUST1768,Prime Sedan,Juhapura,Drive-In,5.6,12.26,,,,,,,464.89,Cash,11.56,3.8,4.3
22-04-2025,06:08:00,CNR6993930683,Canceled by Driver,CUST1454,Prime Sedan,Meghaninagar,Sola,,,,,Yes,Personal & Car related issue,,,,,,,
24-04-2025,07:43:00,CNR6314589924,Success,CUST7266,Prime Sedan,Kalupur,Odhav,14.47,13.69,,,,,,,465.03,Cash,16.99,3.9,3
03-04-2025,22:56:00,CNR8851944457,Incomplete,CUST8121,eBike,Odhav,Ghodasar,,,,,,,Yes,Vehicle Breakdown,,,,,
15-04-2025,00:05:00,CNR4691608275,Success,CUST2550,Prime Sedan,Chandkheda,Ashram Road,9.23,15.93,,,,,,,448.36,Wallet,22.27,4.1,3.2
23-04-2025,14:44:00,CNR2552822387,Success,CUST3496,eBike,Satellite,Ghodasar,9.09,6.4,,,,,,,192.81,Debit Card,20.94,4.6,5
05-04-2025,14:10:00,CNR3451305617,Success,CUST8302,Prime SUV,Danilimda,Lal Darwaja,8.32,6.25,,,,,,,381.828,Wallet,15.21,3.1,3.9
08-04-2025,00:45:00,CNR4973909587,Success,CUST7022,Auto,Nikol,Danilimda,13.46,7.42,,,,,,,120.49,UPI,3.8,4.8,3.6
24-04-2025,21:32:00,CNR8324248107,Canceled by Customer,CUST7665,Mini,Science City,Science City,,,Yes,Driver is not moving towards pickup location,,,,,,,,,
16-04-2025,23:31:00,CNR4555378241,Canceled by Driver,CUST5298,Bike,Navrangpura,Ambawadi,,,,,Yes,More than permitted people in there,,,,,,,
20-04-2025,03:46:00,CNR5876443128,Canceled by Driver,CUST7315,Prime SUV,Nikol,Danilimda,,,,,Yes,More than permitted people in there,,,,,,,
21-04-2025,18:44:00,CNR4089965006,Success,CUST5524,Auto,Juhapura,Amraiwadi,11.07,19.25,,,,,,,394.87,Wallet,5.88,3.8,4.7
24-04-2025,01:38:00,CNR9248103443,Success,CUST3887,Prime Sedan,CG Road,CG Road,9.1,16.84,,,,,,,124.93,Wallet,11.68,4.8,4.3
03-04-2025,19:19:00,CNR1065131720,Canceled by Driver,CUST6998,eBike,Bopal,Ambawadi,,,,,Yes,Customer was coughing/sick,,,,,,,
19-04-2025,17:18:00,CNR2691712680,Success,CUST5380,Prime Sedan,Sabarmati,Nikol,7.51,7.09,,,,,,,480.888,UPI,4.88,3.6,3.6
